,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_1/cif100rn34/rn_34_0_100/fgsm/InputMFS/LR/log.txt,98.9,96.33,97.3,95.33,96.3,4.67,96.74,4.52
./data/detection/run_1/cif100rn34/rn_34_0_100/bim/InputMFS/LR/log.txt,95.85,91.5,91.9,91.0,91.46,9.0,99.85,8.99
./data/detection/run_1/cif100rn34/rn_34_0_100/pgd/InputMFS/LR/log.txt,95.97,92.17,93.5,90.67,92.05,9.33,99.85,9.32
./data/detection/run_1/cif100rn34/rn_34_0_100/std/8_255/InputMFS/LR/log.txt,96.71,92.17,92.9,91.33,92.1,8.67,100.0,8.67
./data/detection/run_1/cif100rn34/rn_34_0_100/df/InputMFS/LR/log.txt,56.32,54.83,54.9,54.0,54.45,46.0,100.0,46.0
./data/detection/run_1/cif100rn34/rn_34_0_100/cw/InputMFS/LR/log.txt,55.34,54.83,54.9,54.33,54.61,45.67,100.0,45.67
./data/detection/run_1/cif100rn34/rn_34_0_100/fgsm/InputMFS/RF/log.txt,99.53,97.0,94.3,100.0,97.09,0.0,96.74,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/bim/InputMFS/RF/log.txt,99.57,95.83,92.3,100.0,96.0,0.0,99.85,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/pgd/InputMFS/RF/log.txt,99.55,96.5,93.5,100.0,96.62,0.0,99.85,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/std/8_255/InputMFS/RF/log.txt,99.43,96.67,93.8,100.0,96.77,0.0,100.0,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/df/InputMFS/RF/log.txt,58.83,54.33,54.7,50.33,52.43,49.67,100.0,49.67
./data/detection/run_1/cif100rn34/rn_34_0_100/cw/InputMFS/RF/log.txt,58.73,55.67,55.9,53.67,54.76,46.33,100.0,46.33
./data/detection/run_1/cif100rn34/rn_34_0_100/fgsm/LayerMFS/LR/log.txt,99.4,97.33,97.7,97.0,97.32,3.0,96.74,2.9
./data/detection/run_1/cif100rn34/rn_34_0_100/bim/LayerMFS/LR/log.txt,97.49,93.83,93.4,94.33,93.86,5.67,99.85,5.66
./data/detection/run_1/cif100rn34/rn_34_0_100/pgd/LayerMFS/LR/log.txt,97.61,94.17,95.5,92.67,94.08,7.33,99.85,7.32
./data/detection/run_1/cif100rn34/rn_34_0_100/std/8_255/LayerMFS/LR/log.txt,98.07,94.83,96.2,93.33,94.75,6.67,100.0,6.67
./data/detection/run_1/cif100rn34/rn_34_0_100/df/LayerMFS/LR/log.txt,62.08,59.0,58.8,60.33,59.54,39.67,100.0,39.67
./data/detection/run_1/cif100rn34/rn_34_0_100/cw/LayerMFS/LR/log.txt,60.64,58.5,58.0,61.67,59.77,38.33,100.0,38.33
./data/detection/run_1/cif100rn34/rn_34_0_100/fgsm/LayerMFS/RF/log.txt,99.89,97.17,94.6,100.0,97.24,0.0,96.74,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/bim/LayerMFS/RF/log.txt,99.44,94.5,90.1,100.0,94.79,0.0,99.85,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/pgd/LayerMFS/RF/log.txt,99.46,96.17,92.9,100.0,96.31,0.0,99.85,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/std/8_255/LayerMFS/RF/log.txt,99.65,96.5,93.5,100.0,96.62,0.0,100.0,0.0
./data/detection/run_1/cif100rn34/rn_34_0_100/df/LayerMFS/RF/log.txt,60.26,55.0,54.8,57.0,55.88,43.0,100.0,43.0
./data/detection/run_1/cif100rn34/rn_34_0_100/cw/LayerMFS/RF/log.txt,60.81,58.67,58.6,59.33,58.94,40.67,100.0,40.67
