,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_2/imagenet32/wrn_28_10/fgsm/InputMFS/LR/log.txt,93.9,87.0,85.4,89.33,87.3,10.67,94.3,10.06
./data/detection/run_2/imagenet32/wrn_28_10/bim/InputMFS/LR/log.txt,72.73,66.33,67.1,64.0,65.53,36.0,100.0,36.0
./data/detection/run_2/imagenet32/wrn_28_10/pgd/InputMFS/LR/log.txt,73.28,69.0,70.8,64.67,67.6,35.33,100.0,35.33
./data/detection/run_2/imagenet32/wrn_28_10/std/8_255/InputMFS/LR/log.txt,77.88,72.33,69.8,78.67,73.98,21.33,100.0,21.33
./data/detection/run_2/imagenet32/wrn_28_10/df/InputMFS/LR/log.txt,50.12,49.83,49.8,49.67,49.75,50.33,100.0,50.33
./data/detection/run_2/imagenet32/wrn_28_10/cw/InputMFS/LR/log.txt,50.12,50.17,50.2,53.0,51.54,47.0,100.0,47.0
./data/detection/run_2/imagenet32/wrn_28_10/fgsm/InputMFS/RF/log.txt,98.26,90.83,84.9,99.33,91.55,0.67,94.3,0.63
./data/detection/run_2/imagenet32/wrn_28_10/bim/InputMFS/RF/log.txt,79.97,71.83,67.3,85.0,75.11,15.0,100.0,15.0
./data/detection/run_2/imagenet32/wrn_28_10/pgd/InputMFS/RF/log.txt,81.02,75.5,70.4,88.0,78.22,12.0,100.0,12.0
./data/detection/run_2/imagenet32/wrn_28_10/std/8_255/InputMFS/RF/log.txt,82.58,74.83,68.8,91.0,78.34,9.0,100.0,9.0
./data/detection/run_2/imagenet32/wrn_28_10/df/InputMFS/RF/log.txt,50.69,50.83,50.9,48.33,49.57,51.67,100.0,51.67
./data/detection/run_2/imagenet32/wrn_28_10/cw/InputMFS/RF/log.txt,50.44,50.0,50.0,48.33,49.15,51.67,100.0,51.67
./data/detection/run_2/imagenet32/wrn_28_10/fgsm/LayerMFS/LR/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,94.3,0.0
./data/detection/run_2/imagenet32/wrn_28_10/bim/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,100.0,0.0
./data/detection/run_2/imagenet32/wrn_28_10/pgd/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,100.0,0.0
./data/detection/run_2/imagenet32/wrn_28_10/std/8_255/LayerMFS/LR/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0
./data/detection/run_2/imagenet32/wrn_28_10/df/LayerMFS/LR/log.txt,61.62,59.33,60.0,56.0,57.93,44.0,100.0,44.0
./data/detection/run_2/imagenet32/wrn_28_10/cw/LayerMFS/LR/log.txt,61.64,58.0,58.7,54.0,56.25,46.0,100.0,46.0
./data/detection/run_2/imagenet32/wrn_28_10/fgsm/LayerMFS/RF/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,94.3,0.0
./data/detection/run_2/imagenet32/wrn_28_10/bim/LayerMFS/RF/log.txt,99.99,99.5,99.7,99.33,99.5,0.67,100.0,0.67
./data/detection/run_2/imagenet32/wrn_28_10/pgd/LayerMFS/RF/log.txt,99.97,98.83,99.0,98.67,98.83,1.33,100.0,1.33
./data/detection/run_2/imagenet32/wrn_28_10/std/8_255/LayerMFS/RF/log.txt,100.0,99.5,99.3,99.67,99.5,0.33,100.0,0.33
./data/detection/run_2/imagenet32/wrn_28_10/df/LayerMFS/RF/log.txt,60.03,56.67,57.2,52.67,54.86,47.33,100.0,47.33
./data/detection/run_2/imagenet32/wrn_28_10/cw/LayerMFS/RF/log.txt,59.58,57.17,57.3,56.0,56.66,44.0,100.0,44.0
