,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_3/imagenet/wrn_50_2/fgsm/InputMFS/LR/log.txt,93.05,86.33,85.9,87.0,86.42,13.0,85.64,11.13
./data/detection/run_3/imagenet/wrn_50_2/bim/InputMFS/LR/log.txt,82.95,77.33,78.3,75.67,76.95,24.33,100.0,24.33
./data/detection/run_3/imagenet/wrn_50_2/pgd/InputMFS/LR/log.txt,91.32,86.33,87.3,85.0,86.15,15.0,100.0,15.0
./data/detection/run_3/imagenet/wrn_50_2/std/8_255/InputMFS/LR/log.txt,90.87,84.0,84.7,83.0,83.84,17.0,100.0,17.0
./data/detection/run_3/imagenet/wrn_50_2/df/InputMFS/LR/log.txt,50.07,50.0,50.0,50.67,50.33,49.33,100.0,49.33
./data/detection/run_3/imagenet/wrn_50_2/cw/InputMFS/LR/log.txt,50.43,50.0,50.0,45.67,47.74,54.33,100.0,54.33
./data/detection/run_3/imagenet/wrn_50_2/fgsm/InputMFS/RF/log.txt,98.65,92.0,86.2,100.0,92.59,0.0,85.64,0.0
./data/detection/run_3/imagenet/wrn_50_2/bim/InputMFS/RF/log.txt,94.91,84.5,76.9,98.67,86.42,1.33,100.0,1.33
./data/detection/run_3/imagenet/wrn_50_2/pgd/InputMFS/RF/log.txt,98.62,92.0,86.6,99.33,92.55,0.67,100.0,0.67
./data/detection/run_3/imagenet/wrn_50_2/std/8_255/InputMFS/RF/log.txt,97.53,86.67,78.9,100.0,88.24,0.0,100.0,0.0
./data/detection/run_3/imagenet/wrn_50_2/df/InputMFS/RF/log.txt,50.33,49.33,49.4,52.0,50.65,48.0,100.0,48.0
./data/detection/run_3/imagenet/wrn_50_2/cw/InputMFS/RF/log.txt,50.62,51.0,51.2,44.0,47.31,56.0,100.0,56.0
./data/detection/run_3/imagenet/wrn_50_2/fgsm/LayerMFS/LR/log.txt,97.91,93.0,92.2,94.0,93.07,6.0,85.64,5.14
./data/detection/run_3/imagenet/wrn_50_2/bim/LayerMFS/LR/log.txt,97.93,93.67,98.2,89.0,93.36,11.0,100.0,11.0
./data/detection/run_3/imagenet/wrn_50_2/pgd/LayerMFS/LR/log.txt,99.41,96.0,99.3,92.67,95.86,7.33,100.0,7.33
./data/detection/run_3/imagenet/wrn_50_2/std/8_255/LayerMFS/LR/log.txt,99.98,99.5,100.0,99.0,99.5,1.0,100.0,1.0
./data/detection/run_3/imagenet/wrn_50_2/df/LayerMFS/LR/log.txt,60.35,56.83,56.0,63.67,59.59,36.33,100.0,36.33
./data/detection/run_3/imagenet/wrn_50_2/cw/LayerMFS/LR/log.txt,62.82,58.5,57.6,64.67,60.91,35.33,100.0,35.33
./data/detection/run_3/imagenet/wrn_50_2/fgsm/LayerMFS/RF/log.txt,93.28,85.67,83.4,89.0,86.13,11.0,85.64,9.42
./data/detection/run_3/imagenet/wrn_50_2/bim/LayerMFS/RF/log.txt,98.58,93.83,93.7,94.0,93.84,6.0,100.0,6.0
./data/detection/run_3/imagenet/wrn_50_2/pgd/LayerMFS/RF/log.txt,99.49,96.67,95.5,98.0,96.71,2.0,100.0,2.0
./data/detection/run_3/imagenet/wrn_50_2/std/8_255/LayerMFS/RF/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,100.0,0.0
./data/detection/run_3/imagenet/wrn_50_2/df/LayerMFS/RF/log.txt,57.29,54.83,54.8,54.67,54.76,45.33,100.0,45.33
./data/detection/run_3/imagenet/wrn_50_2/cw/LayerMFS/RF/log.txt,61.49,59.5,59.7,58.67,59.16,41.33,100.0,41.33
