,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_3/cif10/wrn_28_10_10/fgsm/InputMFS/LR/log.txt,99.85,98.17,99.0,97.33,98.15,2.67,93.7,2.5
./data/detection/run_3/cif10/wrn_28_10_10/bim/InputMFS/LR/log.txt,95.09,89.5,90.7,88.0,89.34,12.0,100.0,12.0
./data/detection/run_3/cif10/wrn_28_10_10/pgd/InputMFS/LR/log.txt,96.5,91.17,91.3,91.0,91.15,9.0,100.0,9.0
./data/detection/run_3/cif10/wrn_28_10_10/std/8_255/InputMFS/LR/log.txt,97.69,94.33,93.5,95.33,94.39,4.67,100.0,4.67
./data/detection/run_3/cif10/wrn_28_10_10/df/InputMFS/LR/log.txt,58.79,57.83,59.2,50.33,54.41,49.67,100.0,49.67
./data/detection/run_3/cif10/wrn_28_10_10/cw/InputMFS/LR/log.txt,57.21,56.67,57.4,51.67,54.39,48.33,100.0,48.33
./data/detection/run_3/cif10/wrn_28_10_10/fgsm/InputMFS/RF/log.txt,100.0,98.5,97.1,100.0,98.52,0.0,93.7,0.0
./data/detection/run_3/cif10/wrn_28_10_10/bim/InputMFS/RF/log.txt,99.0,94.5,90.1,100.0,94.79,0.0,100.0,0.0
./data/detection/run_3/cif10/wrn_28_10_10/pgd/InputMFS/RF/log.txt,99.27,95.0,90.9,100.0,95.24,0.0,100.0,0.0
./data/detection/run_3/cif10/wrn_28_10_10/std/8_255/InputMFS/RF/log.txt,99.5,93.83,89.0,100.0,94.19,0.0,100.0,0.0
./data/detection/run_3/cif10/wrn_28_10_10/df/InputMFS/RF/log.txt,62.55,60.0,60.9,56.0,58.33,44.0,100.0,44.0
./data/detection/run_3/cif10/wrn_28_10_10/cw/InputMFS/RF/log.txt,61.85,59.33,58.9,61.67,60.26,38.33,100.0,38.33
./data/detection/run_3/cif10/wrn_28_10_10/fgsm/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,93.7,0.0
./data/detection/run_3/cif10/wrn_28_10_10/bim/LayerMFS/LR/log.txt,99.64,97.33,97.7,97.0,97.32,3.0,100.0,3.0
./data/detection/run_3/cif10/wrn_28_10_10/pgd/LayerMFS/LR/log.txt,99.62,97.0,96.7,97.33,97.01,2.67,100.0,2.67
./data/detection/run_3/cif10/wrn_28_10_10/std/8_255/LayerMFS/LR/log.txt,99.93,98.0,97.7,98.33,98.01,1.67,100.0,1.67
./data/detection/run_3/cif10/wrn_28_10_10/df/LayerMFS/LR/log.txt,67.51,62.17,63.2,58.33,60.66,41.67,100.0,41.67
./data/detection/run_3/cif10/wrn_28_10_10/cw/LayerMFS/LR/log.txt,67.09,62.0,62.7,59.33,60.96,40.67,100.0,40.67
./data/detection/run_3/cif10/wrn_28_10_10/fgsm/LayerMFS/RF/log.txt,99.97,98.83,97.7,100.0,98.85,0.0,93.7,0.0
./data/detection/run_3/cif10/wrn_28_10_10/bim/LayerMFS/RF/log.txt,98.92,94.83,90.9,99.67,95.07,0.33,100.0,0.33
./data/detection/run_3/cif10/wrn_28_10_10/pgd/LayerMFS/RF/log.txt,98.88,94.83,90.6,100.0,95.09,0.0,100.0,0.0
./data/detection/run_3/cif10/wrn_28_10_10/std/8_255/LayerMFS/RF/log.txt,99.83,96.83,94.0,100.0,96.93,0.0,100.0,0.0
./data/detection/run_3/cif10/wrn_28_10_10/df/LayerMFS/RF/log.txt,57.11,55.5,55.2,58.33,56.73,41.67,100.0,41.67
./data/detection/run_3/cif10/wrn_28_10_10/cw/LayerMFS/RF/log.txt,60.46,57.67,57.2,61.0,59.03,39.0,100.0,39.0
