,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_1/imagenet32/wrn_28_10/fgsm/InputMFS/LR/log.txt,94.76,89.33,88.1,91.0,89.51,9.0,93.8,8.44
./data/detection/run_1/imagenet32/wrn_28_10/bim/InputMFS/LR/log.txt,68.78,65.5,64.6,68.67,66.56,31.33,100.0,31.33
./data/detection/run_1/imagenet32/wrn_28_10/pgd/InputMFS/LR/log.txt,68.92,66.5,65.6,69.33,67.42,30.67,100.0,30.67
./data/detection/run_1/imagenet32/wrn_28_10/std/8_255/InputMFS/LR/log.txt,77.8,72.17,72.9,70.67,71.74,29.33,100.0,29.33
./data/detection/run_1/imagenet32/wrn_28_10/df/InputMFS/LR/log.txt,50.14,49.83,49.8,49.67,49.75,50.33,100.0,50.33
./data/detection/run_1/imagenet32/wrn_28_10/cw/InputMFS/LR/log.txt,50.03,49.83,49.8,48.33,49.07,51.67,100.0,51.67
./data/detection/run_1/imagenet32/wrn_28_10/fgsm/InputMFS/RF/log.txt,98.69,91.83,86.0,100.0,92.45,0.0,93.8,0.0
./data/detection/run_1/imagenet32/wrn_28_10/bim/InputMFS/RF/log.txt,75.94,68.33,64.3,82.33,72.22,17.67,100.0,17.67
./data/detection/run_1/imagenet32/wrn_28_10/pgd/InputMFS/RF/log.txt,76.56,69.67,65.4,83.67,73.39,16.33,100.0,16.33
./data/detection/run_1/imagenet32/wrn_28_10/std/8_255/InputMFS/RF/log.txt,85.39,77.5,72.4,89.0,79.82,11.0,100.0,11.0
./data/detection/run_1/imagenet32/wrn_28_10/df/InputMFS/RF/log.txt,51.19,51.17,51.2,50.33,50.76,49.67,100.0,49.67
./data/detection/run_1/imagenet32/wrn_28_10/cw/InputMFS/RF/log.txt,50.36,50.0,50.0,43.67,46.62,56.33,100.0,56.33
./data/detection/run_1/imagenet32/wrn_28_10/fgsm/LayerMFS/LR/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,93.8,0.0
./data/detection/run_1/imagenet32/wrn_28_10/bim/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,100.0,0.0
./data/detection/run_1/imagenet32/wrn_28_10/pgd/LayerMFS/LR/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0
./data/detection/run_1/imagenet32/wrn_28_10/std/8_255/LayerMFS/LR/log.txt,99.99,99.67,99.3,100.0,99.67,0.0,100.0,0.0
./data/detection/run_1/imagenet32/wrn_28_10/df/LayerMFS/LR/log.txt,59.86,58.5,59.6,53.0,56.08,47.0,100.0,47.0
./data/detection/run_1/imagenet32/wrn_28_10/cw/LayerMFS/LR/log.txt,59.33,56.33,56.6,54.0,55.29,46.0,100.0,46.0
./data/detection/run_1/imagenet32/wrn_28_10/fgsm/LayerMFS/RF/log.txt,100.0,100.0,100.0,100.0,100.0,0.0,93.8,0.0
./data/detection/run_1/imagenet32/wrn_28_10/bim/LayerMFS/RF/log.txt,99.95,98.33,98.3,98.33,98.33,1.67,100.0,1.67
./data/detection/run_1/imagenet32/wrn_28_10/pgd/LayerMFS/RF/log.txt,99.97,99.0,99.0,99.0,99.0,1.0,100.0,1.0
./data/detection/run_1/imagenet32/wrn_28_10/std/8_255/LayerMFS/RF/log.txt,100.0,99.67,99.7,99.67,99.67,0.33,100.0,0.33
./data/detection/run_1/imagenet32/wrn_28_10/df/LayerMFS/RF/log.txt,59.05,54.83,55.5,48.67,51.87,51.33,100.0,51.33
./data/detection/run_1/imagenet32/wrn_28_10/cw/LayerMFS/RF/log.txt,57.18,54.83,54.8,55.67,55.21,44.33,100.0,44.33
