,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_1/imagenet128/wrn_28_10/fgsm/InputMFS/LR/log.txt,94.89,89.5,89.1,90.0,89.55,10.0,95.36,9.54
./data/detection/run_1/imagenet128/wrn_28_10/bim/InputMFS/LR/log.txt,90.24,81.83,83.3,79.67,81.43,20.33,100.0,20.33
./data/detection/run_1/imagenet128/wrn_28_10/pgd/InputMFS/LR/log.txt,89.71,82.0,82.7,81.0,81.82,19.0,100.0,19.0
./data/detection/run_1/imagenet128/wrn_28_10/std/8_255/InputMFS/LR/log.txt,82.4,76.17,73.7,81.33,77.34,18.67,100.0,18.67
./data/detection/run_4/imagenet128/wrn_28_10/df/InputMFS/LR/log.txt,50.05,50.0,50.0,51.0,50.5,49.0,100.0,49.0
./data/detection/run_1/imagenet128/wrn_28_10/cw/InputMFS/LR/log.txt,50.1,49.67,49.7,51.0,50.33,49.0,100.0,49.0
./data/detection/run_1/imagenet128/wrn_28_10/fgsm/InputMFS/RF/log.txt,98.99,92.33,86.7,100.0,92.88,0.0,95.36,0.0
./data/detection/run_1/imagenet128/wrn_28_10/bim/InputMFS/RF/log.txt,98.91,90.67,85.1,98.67,91.36,1.33,100.0,1.33
./data/detection/run_1/imagenet128/wrn_28_10/pgd/InputMFS/RF/log.txt,98.38,90.17,85.1,97.33,90.82,2.67,100.0,2.67
./data/detection/run_1/imagenet128/wrn_28_10/std/8_255/InputMFS/RF/log.txt,93.26,83.17,75.1,99.33,85.51,0.67,100.0,0.67
./data/detection/run_1/imagenet128/wrn_28_10/df/InputMFS/RF/log.txt,50.0,50.0,50.0,48.33,49.15,51.67,100.0,51.67
./data/detection/run_1/imagenet128/wrn_28_10/cw/InputMFS/RF/log.txt,50.61,48.67,48.5,44.0,46.15,56.0,100.0,56.0
./data/detection/run_1/imagenet128/wrn_28_10/fgsm/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,95.36,0.0
./data/detection/run_1/imagenet128/wrn_28_10/bim/LayerMFS/LR/log.txt,100.0,99.5,99.0,100.0,99.5,0.0,100.0,0.0
./data/detection/run_1/imagenet128/wrn_28_10/pgd/LayerMFS/LR/log.txt,100.0,99.67,99.3,100.0,99.67,0.0,100.0,0.0
./data/detection/run_1/imagenet128/wrn_28_10/std/8_255/LayerMFS/LR/log.txt,99.9,99.33,98.7,100.0,99.34,0.0,100.0,0.0
./data/detection/run_1/imagenet128/wrn_28_10/df/LayerMFS/LR/log.txt,50.0,50.0,50.0,58.33,53.85,41.67,100.0,41.67
./data/detection/run_1/imagenet128/wrn_28_10/cw/LayerMFS/LR/log.txt,50.0,50.0,50.0,52.31,51.13,47.69,100.0,47.69
./data/detection/run_1/imagenet128/wrn_28_10/fgsm/LayerMFS/RF/log.txt,100.0,99.33,98.7,100.0,99.34,0.0,95.36,0.0
./data/detection/run_1/imagenet128/wrn_28_10/bim/LayerMFS/RF/log.txt,99.97,98.5,97.4,99.67,98.52,0.33,100.0,0.33
./data/detection/run_1/imagenet128/wrn_28_10/pgd/LayerMFS/RF/log.txt,99.96,99.33,98.7,100.0,99.34,0.0,100.0,0.0
./data/detection/run_1/imagenet128/wrn_28_10/std/8_255/LayerMFS/RF/log.txt,99.88,98.17,96.8,99.67,98.19,0.33,100.0,0.33
./data/detection/run_1/imagenet128/wrn_28_10/df/LayerMFS/RF/log.txt,50.0,50.0,50.0,53.33,51.61,46.67,100.0,46.67
./data/detection/run_1/imagenet128/wrn_28_10/cw/LayerMFS/RF/log.txt,49.93,49.83,49.8,46.67,48.19,53.33,100.0,53.33
