,auc,acc,pre,tpr,f1,fnr,asr,asrd
./data/detection/run_1/imagenet64/wrn_28_10/fgsm/InputMFS/LR/log.txt,93.78,88.17,88.3,88.0,88.15,12.0,88.19,10.58
./data/detection/run_1/imagenet64/wrn_28_10/bim/InputMFS/LR/log.txt,80.0,74.5,74.9,73.67,74.29,26.33,100.0,26.33
./data/detection/run_1/imagenet64/wrn_28_10/pgd/InputMFS/LR/log.txt,80.7,75.83,76.3,75.0,75.63,25.0,100.0,25.0
./data/detection/run_1/imagenet64/wrn_28_10/std/8_255/InputMFS/LR/log.txt,82.2,78.5,78.4,78.67,78.54,21.33,100.0,21.33
./data/detection/run_1/imagenet64/wrn_28_10/df/InputMFS/LR/log.txt,50.0,50.0,50.0,48.67,49.32,51.33,100.0,51.33
./data/detection/run_1/imagenet64/wrn_28_10/cw/InputMFS/LR/log.txt,50.11,49.83,49.8,48.67,49.24,51.33,100.0,51.33
./data/detection/run_1/imagenet64/wrn_28_10/fgsm/InputMFS/RF/log.txt,98.26,92.0,86.2,100.0,92.59,0.0,88.19,0.0
./data/detection/run_1/imagenet64/wrn_28_10/bim/InputMFS/RF/log.txt,89.64,82.0,74.7,96.67,84.3,3.33,100.0,3.33
./data/detection/run_1/imagenet64/wrn_28_10/pgd/InputMFS/RF/log.txt,89.11,79.83,72.7,95.67,82.59,4.33,100.0,4.33
./data/detection/run_1/imagenet64/wrn_28_10/std/8_255/InputMFS/RF/log.txt,89.5,78.17,70.9,95.67,81.42,4.33,100.0,4.33
./data/detection/run_1/imagenet64/wrn_28_10/df/InputMFS/RF/log.txt,50.03,50.0,50.0,51.67,50.82,48.33,100.0,48.33
./data/detection/run_1/imagenet64/wrn_28_10/cw/InputMFS/RF/log.txt,49.37,47.83,47.8,46.0,46.86,54.0,100.0,54.0
./data/detection/run_1/imagenet64/wrn_28_10/fgsm/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,88.19,0.0
./data/detection/run_1/imagenet64/wrn_28_10/bim/LayerMFS/LR/log.txt,99.91,99.5,99.3,99.67,99.5,0.33,100.0,0.33
./data/detection/run_1/imagenet64/wrn_28_10/pgd/LayerMFS/LR/log.txt,99.96,99.67,99.7,99.67,99.67,0.33,100.0,0.33
./data/detection/run_1/imagenet64/wrn_28_10/std/8_255/LayerMFS/LR/log.txt,100.0,99.83,99.7,100.0,99.83,0.0,100.0,0.0
./data/detection/run_1/imagenet64/wrn_28_10/df/LayerMFS/LR/log.txt,50.01,50.0,50.0,51.33,50.66,48.67,100.0,48.67
./data/detection/run_1/imagenet64/wrn_28_10/cw/LayerMFS/LR/log.txt,57.7,54.67,55.1,50.67,52.78,49.33,100.0,49.33
./data/detection/run_1/imagenet64/wrn_28_10/fgsm/LayerMFS/RF/log.txt,99.99,99.67,99.3,100.0,99.67,0.0,88.19,0.0
./data/detection/run_1/imagenet64/wrn_28_10/bim/LayerMFS/RF/log.txt,99.92,99.17,98.4,100.0,99.17,0.0,100.0,0.0
./data/detection/run_1/imagenet64/wrn_28_10/pgd/LayerMFS/RF/log.txt,99.84,99.67,99.3,100.0,99.67,0.0,100.0,0.0
./data/detection/run_1/imagenet64/wrn_28_10/std/8_255/LayerMFS/RF/log.txt,99.99,99.67,99.3,100.0,99.67,0.0,100.0,0.0
./data/detection/run_1/imagenet64/wrn_28_10/df/LayerMFS/RF/log.txt,50.08,50.0,50.0,47.33,48.63,52.67,100.0,52.67
./data/detection/run_1/imagenet64/wrn_28_10/cw/LayerMFS/RF/log.txt,50.7,49.5,49.5,50.0,49.75,50.0,100.0,50.0
